ID,Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend
17,0,0.0,0,0.0,28,2076.966667,0.003846154,0.017948718,0.0,0.0,11,2,2,8,2,2,0
18,3,80.6,2,112.8,10,390.2,0.0,0.015384615,0.0,0.0,9,2,5,3,20,2,0
19,0,0.0,0,0.0,12,366.5,0.0,0.016666667,287.95379280000003,0.0,11,2,2,1,2,0,0
20,2,46.4,0,0.0,16,463.36,0.0,0.011111111000000002,46.33991252,0.0,8,2,2,7,2,2,0
21,0,0.0,0,0.0,3,23.0,0.04444444400000001,0.111111111,0.0,0.8,4,2,2,6,1,2,0
22,7,79.5,2,31.5,65,5410.956705,0.0028985509999999996,0.019031516000000002,0.0,0.0,10,2,2,3,2,2,0
23,2,45.0,0,0.0,9,96.46666667,0.0,0.018181818,0.0,0.0,2,2,2,3,1,2,0
24,8,352.24285710000004,6,241.5,45,1998.4440809999999,0.009090909,0.01644733,2.8423070110000004,0.0,2,3,2,1,2,2,1
25,15,275.9104437,6,606.75,47,1813.86461,0.007377049,0.019090804,9.417272131,0.0,4,3,2,4,6,2,1
26,0,0.0,0,0.0,15,2653.5,0.0,0.04,0.0,0.0,8,4,1,7,1,2,0
27,9,443.29166669999995,1,0.0,74,3615.889239,0.0070281119999999996,0.016930138,1.119759036,0.8,4,2,2,3,1,2,0
28,0,0.0,0,0.0,15,143.75,0.08,0.091555556,0.0,0.6,4,3,2,1,13,2,0
29,5,548.3142857,6,448.5,102,5703.476786,0.00173913,0.01470751,0.0,0.0,4,2,2,1,4,2,1
30,0,0.0,0,0.0,6,184.0,0.066666667,0.11666666699999999,0.0,0.0,10,2,10,4,3,2,0
31,6,112.5,0,0.0,86,2041.23355,0.000387597,0.00786268,5.911452177999999,0.0,10,2,4,1,2,2,0
32,2,844.0,0,0.0,6,192.5,0.05,0.075,0.0,0.6,4,3,2,6,2,2,0
33,0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,1,2,6,1,2,2,1
34,2,46.4,0,0.0,8,349.0,0.02,0.08,0.0,0.0,7,4,1,1,1,2,0
35,3,304.0,0,0.0,31,1735.3015870000002,0.015625,0.0515625,0.0,0.0,2,1,1,2,1,2,0
36,0,0.0,0,0.0,17,437.16666669999995,0.011111111000000002,0.033333333,0.0,0.0,1,2,4,1,3,2,0
37,5,65.5,0,0.0,27,354.5833333,0.014285714,0.023809524,0.0,0.0,10,1,1,8,1,2,0
38,10,161.70833330000002,1,0.0,126,2645.833333,0.004511278,0.01597088,2.776907268,0.6,4,3,2,2,3,2,0
39,12,633.5,0,0.0,28,752.7166667,0.0,0.017027417,0.0,0.0,4,2,2,1,2,2,1
40,0,0.0,0,0.0,19,528.25,0.0,0.005263158,0.0,0.0,8,2,2,5,2,2,0
41,1,41.0,0,0.0,43,1087.25,0.0,0.013636364,0.0,0.0,2,4,2,1,1,2,0
42,0,0.0,0,0.0,48,2235.0,0.004347826,0.025362318999999998,9.127391304,0.0,4,2,2,7,2,2,1
43,0,0.0,0,0.0,39,963.1666667000002,0.005405405,0.028828829,9.922972973,0.6,4,2,6,2,3,2,0
44,0,0.0,0,0.0,18,5188.5,0.0,0.05,0.0,0.0,2,2,5,1,1,2,0
45,1,22.2,0,0.0,5,136.1,0.066666667,0.066666667,0.0,0.0,9,1,1,1,20,2,0
46,1,15.0,0,0.0,29,1397.5,0.011555556000000002,0.046190475999999994,0.0,0.8,4,2,4,7,3,2,0
47,8,146.5333333,0,0.0,107,3739.635556,0.0,0.009316239,2.551140814,0.0,9,2,2,3,2,2,0
48,4,88.625,3,170.58333330000002,5,124.95833329999999,0.0,0.005555556,0.0,0.0,10,2,4,7,2,0,0
49,6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,1,2,5,1,3,2,0
50,2,109.8,0,0.0,32,897.3619048,0.005882353000000001,0.035620915,0.0,0.0,8,2,10,4,2,2,0
51,0,0.0,0,0.0,12,213.2833333,0.016666667,0.041666667000000004,0.0,0.0,7,3,2,3,4,2,0
52,0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,1,2,2,7,1,2,0
53,0,0.0,0,0.0,11,1390.166667,0.012121212,0.014545455,0.0,0.0,2,1,1,1,3,2,1
54,4,134.1,0,0.0,7,110.3,0.0,0.015151515,0.0,0.0,8,3,2,1,5,0,0
55,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,2,2,6,4,2,0
56,1,0.0,0,0.0,8,436.0,0.0,0.022222222000000003,0.0,0.0,2,2,4,6,1,2,1
57,0,0.0,0,0.0,9,324.5,0.014814815,0.022222222000000003,0.0,0.0,2,1,2,6,1,2,0
58,1,80.0,2,48.0,25,879.6666667000002,0.0,0.007692308,0.0,0.0,4,1,1,4,2,0,1
59,3,209.0,0,0.0,18,412.3333333,0.0,0.01875,0.0,0.4,4,3,2,3,3,2,0
60,3,148.0,2,58.5,33,1847.2119050000001,0.0,0.007830405,0.0,0.0,4,2,4,3,2,2,0
61,2,11.0,0,0.0,19,608.9428571000001,0.009090909,0.041915584,0.0,0.0,2,2,2,1,1,2,0
62,9,152.875,2,54.91666667,85,2971.254167,0.002197802,0.013631606000000001,1.022550578,0.0,10,2,2,3,1,2,0
63,0,0.0,1,104.0,9,244.66666669999998,0.05,0.096,0.0,1.0,4,3,2,3,4,2,1
64,10,1455.35,0,0.0,66,1646.612195,0.007142857,0.029065112,0.0,0.0,10,2,2,1,2,2,1
65,0,0.0,2,172.0,32,1227.0472220000001,0.005882353000000001,0.015787285,6.380862745,0.0,4,2,2,1,6,2,0
66,0,0.0,0,0.0,14,266.0166667,0.0,0.042857143,0.0,0.0,2,3,2,1,1,2,1
67,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,11,2,2,1,3,2,0
68,1,81.0,0,0.0,12,131.5,0.0,0.003076923,0.0,1.0,4,3,2,1,4,2,1
69,0,0.0,1,38.0,10,311.0,0.018181818,0.036363636,0.0,0.0,4,2,10,2,4,2,1
70,0,0.0,0,0.0,2,31.0,0.0,0.025,0.0,0.0,2,3,2,3,3,2,0
71,15,591.6636364,0,0.0,56,2504.4136359999998,0.004918033,0.011662763,8.184095082,0.0,4,3,2,1,2,2,0
72,1,2.0,0,0.0,24,958.25,0.025,0.035,24.34016667,0.0,4,2,2,1,6,2,0
73,0,0.0,0,0.0,12,1165.333333,0.004166667,0.043055555999999995,0.0,0.0,2,2,2,3,2,2,0
74,0,0.0,0,0.0,7,42.0,0.057142857000000005,0.085714286,0.0,0.0,11,2,4,6,1,2,1
75,2,60.0,0,0.0,20,717.6166667,0.0,0.004761905,60.19477937,0.0,2,2,5,9,2,2,0
76,0,0.0,0,0.0,6,399.0,0.033333333,0.022222222000000003,44.99,0.0,4,3,2,2,5,2,0
77,1,7.0,0,0.0,11,98.1,0.035555556,0.058412698,0.0,0.0,5,1,1,1,20,2,0
78,1,7.0,2,562.0,36,1300.190476,0.010810811000000002,0.038738739,0.0,0.0,2,2,2,1,1,2,1
79,4,71.33333333,0,0.0,21,295.3333333,0.016666667,0.058333333,0.0,0.0,6,2,10,3,2,2,1
80,0,0.0,0,0.0,5,270.5833333,0.04,0.07,0.0,0.0,11,1,1,5,8,2,1
81,0,0.0,0,0.0,2,30.5,0.0,0.05,0.0,0.0,2,3,2,4,10,2,0
82,8,246.5,0,0.0,74,2326.666667,0.0,0.002597403,5.015272727,0.0,4,2,4,3,2,0,0
83,0,0.0,0,0.0,15,263.25,0.013333333000000001,0.04,0.0,0.0,10,1,1,3,10,2,1
84,4,56.0,1,88.0,22,1734.7809519999998,0.0,0.010142857,0.0,0.0,2,3,2,3,9,2,1
85,2,180.9,0,0.0,26,1030.06,0.0,0.005952381,0.0,0.0,7,3,2,6,2,0,0
86,0,0.0,0,0.0,7,96.0,0.0,0.025,54.20146753,0.0,10,2,2,1,2,0,0
87,0,0.0,0,0.0,7,98.5,0.071428571,0.1,0.0,0.0,2,1,1,6,1,2,0
88,0,0.0,0,0.0,25,1320.5,0.0,0.030666667,0.0,0.8,4,2,10,1,1,2,0
89,1,4.0,0,0.0,47,2386.066667,0.0044444440000000005,0.030864198,0.0,0.0,10,2,2,1,1,2,0
90,0,0.0,0,0.0,15,638.6428571,0.003571429,0.053571429000000004,0.0,0.0,2,3,2,1,1,2,0
91,4,292.19047620000003,1,194.5,56,1948.713745,0.0017241379999999998,0.021055381,14.69293103,0.0,4,1,2,3,2,2,0
92,0,0.0,0,0.0,3,106.5,0.0,0.033333333,0.0,0.0,4,3,2,2,13,2,0
93,1,112.8,0,0.0,8,543.7333332999999,0.0,0.011111111000000002,28.69843548,0.0,9,1,1,6,2,0,1
94,0,0.0,0,0.0,4,121.5,0.0,0.05,0.0,0.0,10,1,1,4,8,2,0
95,0,0.0,0,0.0,4,44.4,0.0,0.05,0.0,0.0,5,2,10,1,3,2,0
96,1,72.6,0,0.0,44,1256.825,0.0,0.0,0.0,0.0,10,1,1,4,5,0,0
97,6,239.33333330000002,0,0.0,31,1875.169444,0.0,0.025324675,21.85958403,0.0,10,1,1,1,2,2,0
98,0,0.0,0,0.0,29,1102.85,0.009195402,0.028275862000000002,0.0,0.0,10,1,1,1,3,2,0
99,12,155.6,6,282.0,52,1283.052597,0.024747475,0.039201413,12.07468889,0.0,4,1,1,3,2,2,0
100,0,0.0,0,0.0,3,79.0,0.0,0.033333333,0.0,0.0,10,1,2,1,1,2,0
101,1,216.6,0,0.0,34,1463.8,0.006060606,0.007575758,0.0,0.0,10,1,1,8,2,2,0
102,2,310.85714289999993,3,27.0,68,2950.62381,0.009589041,0.023074581,16.6702274,0.0,4,2,2,7,6,2,0
103,22,438.3309524,3,703.5,178,6241.687398,0.0028785259999999997,0.016885589,2.038399449,0.0,10,2,2,1,10,2,0
104,1,14.2,0,0.0,22,839.5681890000001,0.0,0.0009523810000000001,60.58437066,0.0,10,3,2,3,2,0,1
105,4,190.0,0,0.0,53,1328.626894,0.017857143,0.022238793,0.0,0.0,11,1,1,1,10,2,1
106,0,0.0,0,0.0,23,647.1428571,0.004347826,0.022222222000000003,0.0,0.0,10,1,8,1,11,2,1
107,0,0.0,0,0.0,30,1281.0,0.006666666999999999,0.02,0.0,0.0,2,2,4,2,1,2,0
108,3,78.0,0,0.0,27,672.5833332999999,0.0125,0.039583333,8.07853125,0.0,4,2,2,4,4,2,0
109,0,0.0,0,0.0,13,737.1666667000001,0.038461537999999997,0.084615385,0.0,0.0,10,3,2,3,13,2,0
110,1,0.0,0,0.0,2,66.5,0.0,0.1,0.0,0.0,11,2,2,9,2,2,1
111,4,251.0,9,172.0,64,4326.666667,0.008552632,0.024502924,0.0,0.0,11,2,2,4,2,2,0
112,5,69.6,3,53.0,6,92.7,0.0,0.02,0.0,0.0,6,2,6,1,3,0,1
113,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,1,1,4,3,2,0
114,0,0.0,0,0.0,13,323.3,0.084615385,0.102564103,0.0,0.0,5,3,2,1,1,2,0
115,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,3,2,3,1,2,0
116,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,4,1,1,1,3,2,0
117,0,0.0,0,0.0,54,3978.245833,0.003846154,0.024807692000000003,0.0,0.0,10,2,2,6,1,2,1
118,9,184.0,5,61.0,68,1986.251515,0.0,0.009553204000000001,17.19611523,0.0,4,2,6,2,3,2,0
119,4,32.0,1,43.5,311,12500.35306,0.0013876560000000001,0.014687275,0.0,0.0,10,2,2,7,2,2,0
120,1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728813999999997,23.87629104,0.0,4,2,2,9,13,2,0
121,2,10.77142857,0,0.0,70,2094.138889,0.023611111,0.05224537,0.0,0.0,6,2,2,3,1,2,0
122,2,146.0,2,52.25,1,0.0,0.0,0.04,0.0,0.0,11,1,1,1,2,2,0
123,1,5.0,0,0.0,13,545.5714286,0.013333333000000001,0.020784313999999998,26.12015415,0.0,2,2,2,3,2,2,1
124,0,0.0,0,0.0,4,331.0,0.05,0.1,0.0,0.0,2,2,2,1,1,2,0
125,1,37.0,0,0.0,30,1584.3,0.0,0.01547619,3.356892857,0.0,4,3,2,9,4,2,1
126,0,0.0,0,0.0,21,1535.0,0.01,0.048333333,0.0,0.0,10,2,2,7,3,2,0
127,6,160.09523810000002,3,94.5,47,1682.8702469999998,0.001333333,0.007891429,5.698642857,0.0,2,3,2,6,10,2,0
128,6,125.5,0,0.0,19,1409.416667,0.0024691360000000002,0.023703704,0.0,0.0,2,1,8,3,2,2,0
129,5,39.0,2,12.0,15,158.0,0.0,0.02010582,0.0,0.0,4,2,2,9,4,2,0
130,2,24.0,0,0.0,28,1206.614719,0.0,0.023222222,5.417644444,0.0,2,2,2,1,2,2,0
131,0,0.0,1,83.0,16,223.0,0.0,0.023529412000000003,0.0,0.0,2,2,2,1,2,2,0
132,6,141.05833330000002,0,0.0,46,1728.866268,0.0,0.019059741,0.0,0.0,5,2,2,7,4,2,0
133,2,229.5,0,0.0,31,1909.232143,0.0125,0.034375,17.15249937,0.0,11,2,2,3,8,2,0
134,0,0.0,0,0.0,12,70.0,0.15,0.166666667,0.0,0.4,4,1,1,3,3,2,0
135,1,4.0,0,0.0,18,631.6666667000001,0.0,0.027777778,56.32466667,0.0,4,2,2,1,3,2,0
136,17,195.4864719,1,60.5,94,2267.472565,0.002111614,0.008213489000000001,4.511078764,0.0,10,3,2,3,2,2,0
137,0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,1,1,1,9,3,2,0
138,1,6.0,0,0.0,16,608.8333332999999,0.011764706000000002,0.026666667,52.70052142,0.0,2,3,2,1,11,2,0
139,5,224.58333330000002,5,84.0,15,674.247619,0.008695652,0.013043478,0.0,0.0,4,3,2,4,2,2,0
140,0,0.0,0,0.0,55,946.3636364,0.010909091000000001,0.025454545,0.0,0.0,10,2,2,6,1,2,1
141,3,31.2,1,42.4,13,134.45,0.0,0.0125,0.0,0.0,10,2,2,6,2,0,0
142,3,44.75,0,0.0,7,102.0,0.066666667,0.074074074,0.0,0.4,4,3,2,2,13,2,0
143,0,0.0,0,0.0,2,16.0,0.0,0.1,0.0,0.0,10,2,2,4,8,2,0
144,0,0.0,0,0.0,3,144.5,0.0,0.1,0.0,0.0,10,3,2,2,2,0,0
145,4,100.75,0,0.0,11,221.375,0.0,0.015384615,0.0,0.0,10,2,2,3,2,0,1
146,8,125.6309524,6,75.0,312,13379.36658,0.0027692309999999996,0.014969192,8.055833997999999,0.0,11,2,2,4,2,2,0
147,4,40.2,1,0.0,12,2339.207143,0.011111111000000002,0.036944444,0.0,0.0,10,1,1,1,2,2,0
148,2,35.2,2,98.8,84,8365.602222,0.008914729,0.037209302,0.0,0.0,8,2,2,5,1,2,0
149,3,107.20833329999999,0,0.0,17,513.25,0.0,0.012030075,17.54619116,0.0,10,2,2,1,10,2,0
150,0,0.0,0,0.0,6,223.33333330000002,0.0,0.008333333,0.0,0.0,4,2,2,1,2,2,0
151,0,0.0,0,0.0,6,181.0,0.0,0.016666667,0.0,0.0,4,3,2,1,3,2,0
152,3,212.6,0,0.0,87,3898.816667,0.0,0.00411985,0.0,0.0,8,2,2,7,1,2,0
153,0,0.0,0,0.0,15,751.8,0.026666667,0.04,0.0,0.0,2,1,2,2,1,2,0
154,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,10,7,1,1,3,2,0
155,0,0.0,0,0.0,12,312.03333330000004,0.0,0.009090909,17.808,0.0,4,2,2,8,6,2,0
156,2,26.75,3,49.5,62,2964.650595,0.010769231,0.026444443999999998,0.0,0.0,11,3,2,1,2,2,0
157,1,0.0,0,0.0,21,658.25,0.035497835,0.057482992999999996,0.0,0.0,10,3,2,5,13,2,0
158,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,10,4,1,1,10,2,1
159,2,76.5,0,0.0,10,123.22916670000001,0.022857142999999996,0.059444444000000006,0.0,0.0,11,1,2,1,10,2,0
160,0,0.0,0,0.0,53,715.5,0.022641509,0.036298292999999995,0.0,1.0,4,2,2,7,3,2,1
161,0,0.0,0,0.0,14,267.25,0.0,0.021428571,0.0,0.0,10,3,2,1,11,0,1
162,1,19.0,0,0.0,8,208.0,0.04,0.1,0.0,0.0,10,2,2,1,1,2,0
163,0,0.0,0,0.0,4,112.5,0.0,0.05,0.0,0.0,4,3,2,1,6,2,0
164,0,0.0,0,0.0,5,138.0,0.02,0.1,0.0,0.8,4,2,2,1,4,2,0
165,0,0.0,0,0.0,25,316.5416667,0.0,0.02,0.0,0.0,11,2,2,9,1,2,0
166,4,106.0,0,0.0,6,180.41666669999998,0.0,0.025,0.0,0.0,10,3,6,3,2,0,0
167,9,227.375,4,102.25,48,2849.482143,0.0,0.014853801000000002,4.741626063,0.0,10,2,2,4,2,2,0
168,0,0.0,0,0.0,7,1721.6666670000002,0.038095238,0.038571429,0.0,0.0,10,1,1,3,3,2,0
169,0,0.0,0,0.0,22,815.8333332999999,0.0,0.01,0.0,0.0,4,2,4,1,1,2,0
170,0,0.0,0,0.0,5,277.5,0.0,0.04,42.03044096,0.0,10,2,2,3,2,2,0
171,0,0.0,0,0.0,7,56.0,0.0,0.042857143,0.0,1.0,4,2,2,3,1,2,1
172,2,267.8,0,0.0,6,616.5,0.028571429,0.038095238,0.0,0.0,8,3,2,3,4,2,0
173,0,0.0,0,0.0,8,233.66666669999998,0.025,0.0875,0.0,0.0,2,2,2,3,13,2,0
174,0,0.0,0,0.0,76,2854.783333,0.005866667,0.019555556,0.0,0.0,4,2,2,3,4,2,0
175,0,0.0,0,0.0,9,145.0,0.066666667,0.12222222199999999,0.0,0.8,4,3,2,1,13,2,0
176,0,0.0,0,0.0,2,21.2,0.0,0.1,0.0,0.0,5,2,2,5,1,2,0
177,9,1294.9,1,32.66666667,37,1012.233333,0.0,0.006910299,33.31220592,0.0,10,2,2,1,2,2,0
178,0,0.0,0,0.0,12,337.0,0.0,0.006666666999999999,19.37005896,0.0,11,2,5,4,1,2,1
179,0,0.0,0,0.0,5,59.0,0.08,0.12,0.0,0.0,2,2,2,7,1,2,0
180,5,59.0,0,0.0,3,44.66666667,0.0,0.025,0.0,0.0,2,2,4,6,2,2,1
181,2,64.5,0,0.0,24,1151.136905,0.0,0.0186,15.27655756,0.0,11,2,2,3,2,2,0
182,5,43.4,0,0.0,32,3121.555556,0.009259259,0.036759259,26.5455,0.0,4,2,4,4,2,2,0
183,0,0.0,0,0.0,20,526.8,0.0,0.010526316,104.2012273,0.0,8,2,2,1,2,2,0
184,7,177.25,0,0.0,13,297.8333333,0.0,0.021428571,0.0,0.0,10,1,2,3,2,0,1
185,3,45.5,0,0.0,43,1738.25,0.006349206,0.03537415,0.0,0.0,4,2,5,7,3,2,0
186,9,175.93333330000002,0,0.0,28,717.2190476,0.005882353000000001,0.017058824,0.0,1.0,4,2,2,5,4,2,1
187,5,193.0,1,13.0,66,2049.458471,0.004489796,0.012765306,29.45815149,0.0,2,3,2,3,1,2,1
188,0,0.0,0,0.0,15,372.0833333,0.0,0.04,0.0,0.0,10,2,2,1,2,0,1
189,0,0.0,0,0.0,5,27.2,0.0,0.04,0.0,0.0,10,2,2,1,4,2,0
190,0,0.0,2,15.0,93,3646.278788,0.017204301,0.023117504,0.0,0.0,4,1,1,5,4,2,0
191,0,0.0,0,0.0,111,1624.75,0.013636364,0.025515152000000003,0.0,0.0,11,2,2,1,2,2,0
192,0,0.0,0,0.0,9,11.0,0.15555555599999998,0.177777778,0.0,0.0,4,2,2,2,4,2,0
193,5,473.16666669999995,2,195.4,111,4022.8121479999995,0.003571429,0.012351425,0.0,0.0,7,3,2,9,5,2,0
194,0,0.0,0,0.0,8,272.9,0.05,0.075,0.0,0.0,9,1,1,1,1,0,0
195,0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,4,2,2,3,18,2,1
196,0,0.0,0,0.0,14,320.25,0.0,0.013333333000000001,52.17313647,0.0,9,2,2,1,3,2,1
197,8,168.16666669999998,0,0.0,70,2146.757984,0.0,0.009316323,67.30929078,0.0,10,2,4,5,2,2,0
198,2,40.2,2,26.1,10,186.7,0.0,0.021428571,0.0,0.0,9,2,2,3,3,0,0
199,5,90.875,1,15.0,58,2153.71859,0.0075268819999999995,0.012156298000000001,3.97647235,0.0,4,3,2,1,2,2,1
200,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,10,3,2,4,3,2,0
201,15,292.88,1,48.35,130,3645.9090479999995,0.001459854,0.008515815,10.41358118,0.0,10,2,4,8,2,2,0
202,0,0.0,0,0.0,3,60.5,0.1,0.1,0.0,0.0,10,3,2,6,6,2,0
203,7,122.875,0,0.0,22,250.03571430000002,0.0,0.03974359,0.0,0.0,11,2,2,1,2,0,0
204,3,103.6,0,0.0,1,7.0,0.0,0.04,0.0,0.0,10,3,2,1,5,0,0
205,0,0.0,0,0.0,5,200.0,0.0,0.05,0.0,0.0,4,3,2,1,4,2,1
206,8,192.43333330000002,2,53.4,45,1372.875238,0.004166667,0.00625,0.0,0.0,8,4,1,1,3,0,0
207,0,0.0,0,0.0,40,4175.75,0.048333333,0.106,0.0,1.0,4,2,2,1,3,2,1
208,2,47.5,1,17.0,40,1202.916667,0.015813953000000002,0.048604651,0.0,0.0,10,2,6,1,3,2,0
209,0,0.0,0,0.0,5,164.0,0.04,0.08,0.0,0.0,4,2,2,1,3,2,1
210,5,37.0,1,16.0,18,463.5,0.0,0.004545455,0.0,0.0,4,2,5,1,6,2,0
211,0,0.0,0,0.0,46,2308.2619050000003,0.0,0.000555556,0.0,0.0,4,2,2,7,2,0,0
212,1,19.0,0,0.0,11,501.75,0.016666667,0.033333333,55.485,0.0,4,2,4,4,2,2,0
213,1,49.0,0,0.0,4,2210.5,0.0,0.013333333000000001,0.0,0.0,4,1,1,1,3,2,1
214,2,58.0,0,0.0,7,101.8,0.0,0.011111111000000002,0.0,0.0,2,3,2,8,2,0,0
215,8,71.66666667,0,0.0,24,364.4166667,0.0,0.013793103000000001,0.0,0.2,4,2,2,1,5,2,0
216,1,104.0,0,0.0,5,152.5,0.028571429,0.057142857000000005,64.95645099,0.0,11,2,13,9,20,2,0
217,0,0.0,0,0.0,3,65.0,0.1,0.111111111,0.0,0.0,4,3,2,1,3,2,0
218,0,0.0,0,0.0,27,1871.9,0.014814815,0.020740741,0.0,0.0,8,1,1,1,3,2,0
219,0,0.0,0,0.0,57,820.3636364,0.035087718999999996,0.061650605,0.0,0.0,5,3,2,3,13,2,0
220,0,0.0,0,0.0,9,867.0,0.022222222000000003,0.051851852000000004,0.0,0.0,10,1,1,1,3,2,0
221,1,46.5,0,0.0,22,578.8106061000001,0.00952381,0.04021164,0.0,0.0,11,1,1,2,2,2,0
222,0,0.0,0,0.0,8,203.0,0.0125,0.0375,0.0,0.0,4,2,2,5,2,2,1
223,2,16.0,0,0.0,33,1123.242857,0.006060606,0.021969697000000003,11.12342124,0.0,2,2,2,3,13,2,0
224,9,268.5,0,0.0,8,407.5,0.0,0.0275,0.0,0.0,11,3,2,3,8,2,0
225,3,171.75,3,264.1,49,1435.772114,0.01509434,0.013579188,0.0,0.0,10,1,1,1,2,2,0
226,0,0.0,0,0.0,6,313.0,0.0,0.05,0.0,0.0,4,2,4,3,1,2,0
227,2,29.75,0,0.0,33,689.202381,0.001010101,0.027020202000000004,0.0,0.0,11,2,2,2,2,2,0
228,4,70.4,1,645.5,82,11257.1083,0.005574913000000001,0.019401736,0.0,0.0,10,2,5,1,2,2,1
229,5,230.25,2,135.0,27,517.3928571,0.0,0.011458333000000001,30.269375,0.0,4,2,2,4,2,0,1
230,2,69.0,0,0.0,51,2103.628837,0.0,0.015384615,40.659727000000004,0.0,8,2,2,4,13,2,0
231,0,0.0,0,0.0,14,1049.05,0.0,0.016666667,0.0,0.0,10,3,2,1,20,2,0
232,0,0.0,0,0.0,48,691.3572797,0.034873188,0.082209406,0.0,0.0,10,3,2,3,3,2,0
233,0,0.0,0,0.0,13,324.0,0.0,0.003030303,0.0,0.0,4,2,2,2,2,0,1
234,10,214.62142859999997,1,114.0,36,673.6380952000001,0.019379845,0.032443035,0.0,0.0,10,1,1,1,2,2,0
235,15,149.0316092,2,1529.2,23,2128.704568,0.005714286,0.020425941,16.19731984,0.0,9,2,2,2,20,2,0
236,2,61.5,2,10.0,13,210.0,0.0125,0.03125,0.0,0.0,11,3,2,4,1,2,0
237,0,0.0,0,0.0,14,313.01785710000007,0.0,0.016071428999999998,0.0,0.0,10,3,2,4,2,2,0
238,0,0.0,0,0.0,8,1066.25,0.0,0.028571429,9.084767800000002,0.0,10,1,8,4,11,2,1
239,0,0.0,0,0.0,18,644.125,0.00625,0.021924602999999997,0.0,0.0,2,3,2,3,10,2,0
240,10,150.20833330000002,0,0.0,14,221.20833330000002,0.0,0.012698413,0.0,0.0,11,2,2,4,2,0,0
241,0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,1,1,1,3,3,2,0
242,3,150.125,4,26.5,26,1332.6953460000002,0.026523297,0.04656682,5.473874968,0.0,11,3,2,3,2,2,0
243,3,182.6428571,3,119.375,64,2671.06994,0.000275482,0.017352092,37.59646822,0.0,10,2,5,6,2,2,0
244,12,1449.666667,4,559.0833332999999,127,4876.007712,0.005755395999999999,0.029203072000000004,5.751219035,0.0,10,2,2,1,2,2,0
245,0,0.0,0,0.0,4,151.5,0.0,0.05,0.0,0.0,2,3,2,1,1,2,0
246,0,0.0,0,0.0,16,2214.666667,0.0,0.003921569000000001,92.9041786,0.0,9,2,2,1,2,0,0
